timestamp,value
2023-05-07T04:31:00Z,50.0
2023-05-07T04:32:00Z,95.9
2023-05-07T04:33:00Z,96.1
2023-05-07T04:34:00Z,95.4
2023-05-07T04:35:00Z,93.6
2023-05-07T04:36:00Z,92.7
2023-05-07T04:37:00Z,92.5
2023-05-07T04:38:00Z,91.9
2023-05-07T04:39:00Z,91.1
2023-05-07T04:40:00Z,90.7
2023-05-07T04:41:00Z,90.4
2023-05-07T04:42:00Z,89.4
2023-05-07T04:43:01Z,89.3
2023-05-07T04:44:01Z,89.5
2023-05-07T04:45:01Z,90.8
2023-05-07T04:46:01Z,92.1
2023-05-07T04:47:01Z,92.5
2023-05-07T04:48:01Z,92.3
2023-05-07T04:49:01Z,50.0
2023-05-07T04:50:01Z,50.0
2023-05-07T04:51:01Z,86.7
2023-05-07T04:52:01Z,82.8
2023-05-07T04:53:01Z,80.4
2023-05-07T04:54:01Z,50.0
2023-05-07T04:55:01Z,81.7
2023-05-07T04:56:01Z,85.3
2023-05-07T04:57:02Z,88.0
2023-05-07T04:58:02Z,89.4
2023-05-07T04:59:02Z,90.4
2023-05-07T05:00:02Z,91.0
2023-05-07T05:01:02Z,93.5
2023-05-07T05:02:02Z,93.2
2023-05-07T05:03:02Z,92.3
2023-05-07T05:04:02Z,93.7
2023-05-07T05:05:02Z,94.9
2023-05-07T05:06:02Z,96.2
2023-05-07T05:07:02Z,96.7
2023-05-07T05:08:02Z,97.3
2023-05-07T05:09:02Z,97.2
2023-05-07T05:10:02Z,97.5
2023-05-07T05:11:03Z,97.9
2023-05-07T05:12:03Z,98.3
2023-05-07T05:13:03Z,98.5
2023-05-07T05:14:03Z,98.5
2023-05-07T05:15:03Z,98.5
2023-05-07T05:16:03Z,98.6
2023-05-07T05:17:03Z,98.5
2023-05-07T05:18:03Z,98.9
2023-05-07T05:19:03Z,99.3
2023-05-07T05:20:03Z,99.4
2023-05-07T05:21:03Z,99.5
2023-05-07T05:22:03Z,99.4
2023-05-07T05:23:04Z,99.6
2023-05-07T05:24:04Z,99.5
2023-05-07T05:25:04Z,99.6
2023-05-07T05:26:04Z,99.7
2023-05-07T05:27:04Z,50.0
2023-05-07T05:28:04Z,98.7
2023-05-07T05:29:04Z,98.6
2023-05-07T05:30:04Z,98.8
2023-05-07T05:31:04Z,98.6
2023-05-07T05:32:04Z,98.9
2023-05-07T05:33:04Z,99.0
2023-05-07T05:34:04Z,99.1
2023-05-07T05:35:04Z,99.2
2023-05-07T05:36:04Z,99.2
2023-05-07T05:37:04Z,99.1
2023-05-07T05:38:05Z,99.1
2023-05-07T05:39:05Z,98.9
2023-05-07T05:40:05Z,98.7
2023-05-07T05:41:05Z,98.8
2023-05-07T05:42:05Z,98.7
2023-05-07T05:43:05Z,98.7
2023-05-07T05:44:05Z,98.4
2023-05-07T05:45:05Z,98.4
2023-05-07T05:46:05Z,98.1
2023-05-07T05:47:05Z,98.1
2023-05-07T05:48:05Z,97.9
2023-05-07T05:49:05Z,97.8
2023-05-07T05:50:05Z,50.0
2023-05-07T05:51:05Z,97.9
2023-05-07T05:52:05Z,96.3
2023-05-07T05:53:05Z,95.5
2023-05-07T05:54:06Z,95.1
2023-05-07T05:55:06Z,94.4
2023-05-07T05:56:06Z,94.0
2023-05-07T05:57:06Z,93.6
2023-05-07T05:58:06Z,93.9
2023-05-07T05:59:06Z,93.6
2023-05-07T06:00:06Z,93.5
2023-05-07T06:01:07Z,93.5
2023-05-07T06:02:07Z,93.4
2023-05-07T06:03:07Z,93.3
2023-05-07T06:04:07Z,93.2
2023-05-07T06:05:07Z,93.5
2023-05-07T06:06:07Z,93.7
2023-05-07T06:07:08Z,93.6
2023-05-07T06:08:08Z,93.7
2023-05-07T06:09:08Z,93.6
2023-05-07T06:10:08Z,93.9
2023-05-07T06:11:08Z,93.9
2023-05-07T06:12:08Z,93.7
2023-05-07T06:13:09Z,50.0
2023-05-07T06:14:09Z,93.6
2023-05-07T06:15:09Z,94.3
2023-05-07T06:16:09Z,94.8
2023-05-07T06:17:09Z,95.1
2023-05-07T06:18:09Z,95.4
2023-05-07T06:19:09Z,95.7
2023-05-07T06:20:10Z,95.6
2023-05-07T06:21:10Z,50.0
2023-05-07T06:22:10Z,95.7
2023-05-07T06:23:10Z,50.0
2023-05-07T06:24:10Z,95.1
2023-05-07T06:25:10Z,50.0
2023-05-07T06:26:11Z,93.7
2023-05-07T06:27:11Z,95.5
2023-05-07T06:28:11Z,93.5
2023-05-07T06:29:11Z,90.6
2023-05-07T06:30:11Z,88.5
2023-05-07T06:31:11Z,87.2
2023-05-07T06:32:11Z,86.6
2023-05-07T06:33:12Z,50.0
2023-05-07T06:34:12Z,86.4
2023-05-07T06:35:12Z,86.1
2023-05-07T06:36:12Z,85.2
2023-05-07T06:37:12Z,84.0
2023-05-07T06:38:12Z,83.1
2023-05-07T06:39:13Z,82.7
2023-05-07T06:40:13Z,82.5
2023-05-07T06:41:13Z,82.4
2023-05-07T06:42:13Z,82.0
2023-05-07T06:43:13Z,81.9
2023-05-07T06:44:13Z,82.3
