timestamp,value
2023-05-27T02:51:30Z,50.0
2023-05-27T02:52:30Z,93.3
2023-05-27T02:53:30Z,92.4
2023-05-27T02:54:30Z,91.9
2023-05-27T02:55:30Z,89.6
2023-05-27T02:56:30Z,88.4
2023-05-27T02:57:30Z,88.0
2023-05-27T02:58:30Z,88.9
2023-05-27T02:59:30Z,87.7
2023-05-27T03:00:30Z,50.0
2023-05-27T03:01:30Z,86.8
2023-05-27T03:02:30Z,87.0
2023-05-27T03:03:30Z,86.8
2023-05-27T03:04:30Z,86.7
2023-05-27T03:05:30Z,86.0
2023-05-27T03:06:30Z,85.3
2023-05-27T03:07:30Z,84.7
2023-05-27T03:08:30Z,84.4
2023-05-27T03:09:31Z,83.9
2023-05-27T03:10:31Z,83.5
2023-05-27T03:11:31Z,83.9
2023-05-27T03:12:31Z,50.0
2023-05-27T03:13:31Z,85.5
2023-05-27T03:14:31Z,88.9
2023-05-27T03:15:31Z,92.1
2023-05-27T03:16:31Z,93.8
2023-05-27T03:17:31Z,95.3
2023-05-27T03:18:31Z,96.7
2023-05-27T03:19:31Z,96.7
2023-05-27T03:20:31Z,50.0
2023-05-27T03:21:31Z,97.1
2023-05-27T03:22:31Z,97.2
2023-05-27T03:23:31Z,97.1
2023-05-27T03:24:31Z,97.0
2023-05-27T03:25:31Z,97.0
2023-05-27T03:26:32Z,96.8
2023-05-27T03:27:32Z,96.0
2023-05-27T03:28:32Z,95.4
2023-05-27T03:29:32Z,95.1
2023-05-27T03:30:32Z,95.1
2023-05-27T03:31:32Z,95.0
2023-05-27T03:32:32Z,94.7
2023-05-27T03:33:32Z,94.7
2023-05-27T03:34:32Z,94.6
2023-05-27T03:35:32Z,94.4
2023-05-27T03:36:32Z,94.5
2023-05-27T03:37:32Z,94.5
2023-05-27T03:38:32Z,94.4
2023-05-27T03:39:32Z,94.3
2023-05-27T03:40:32Z,94.3
2023-05-27T03:41:32Z,95.0
2023-05-27T03:42:32Z,50.0
2023-05-27T03:43:32Z,50.0
2023-05-27T03:44:33Z,50.0
2023-05-27T03:45:33Z,50.0
2023-05-27T03:46:33Z,50.0
2023-05-27T03:47:33Z,92.0
2023-05-27T03:48:33Z,91.7
2023-05-27T03:49:33Z,91.5
2023-05-27T03:50:33Z,91.7
2023-05-27T03:51:33Z,91.9
2023-05-27T03:52:33Z,91.7
2023-05-27T03:53:33Z,92.1
2023-05-27T03:54:33Z,92.3
2023-05-27T03:55:33Z,92.3
2023-05-27T03:56:33Z,92.6
2023-05-27T03:57:33Z,92.9
2023-05-27T03:58:33Z,93.7
2023-05-27T03:59:33Z,93.6
2023-05-27T04:00:33Z,93.6
2023-05-27T04:01:34Z,93.2
2023-05-27T04:02:34Z,50.0
2023-05-27T04:03:34Z,92.1
2023-05-27T04:04:34Z,93.1
2023-05-27T04:05:34Z,93.7
2023-05-27T04:06:34Z,50.0
2023-05-27T04:07:34Z,94.3
2023-05-27T04:08:34Z,94.6
2023-05-27T04:09:34Z,94.8
2023-05-27T04:10:34Z,94.9
2023-05-27T04:11:34Z,94.8
2023-05-27T04:12:34Z,94.9
2023-05-27T04:13:34Z,94.8
2023-05-27T04:14:34Z,94.7
2023-05-27T04:15:34Z,94.8
2023-05-27T04:16:34Z,94.8
2023-05-27T04:17:34Z,94.9
2023-05-27T04:18:35Z,95.0
2023-05-27T04:19:35Z,95.0
2023-05-27T04:20:35Z,95.0
2023-05-27T04:21:35Z,95.0
2023-05-27T04:22:35Z,95.1
2023-05-27T04:23:35Z,95.2
2023-05-27T04:24:35Z,95.2
2023-05-27T04:25:35Z,95.3
2023-05-27T04:26:35Z,95.4
2023-05-27T04:27:35Z,95.5
2023-05-27T04:28:35Z,50.0
2023-05-27T04:29:35Z,94.2
2023-05-27T04:30:35Z,50.0
2023-05-27T04:31:36Z,93.6
2023-05-27T04:32:36Z,92.0
2023-05-27T04:33:36Z,50.0
2023-05-27T04:34:36Z,91.2
2023-05-27T04:35:36Z,90.4
2023-05-27T04:36:36Z,90.9
2023-05-27T04:37:37Z,89.8
2023-05-27T04:38:37Z,89.3
2023-05-27T04:39:37Z,88.9
2023-05-27T04:40:37Z,88.1
2023-05-27T04:41:37Z,89.8
2023-05-27T04:42:37Z,50.0
2023-05-27T04:43:37Z,92.9
2023-05-27T04:44:38Z,95.8
2023-05-27T04:45:38Z,96.6
2023-05-27T04:46:38Z,97.1
2023-05-27T04:47:38Z,97.8
2023-05-27T04:48:38Z,98.5
2023-05-27T04:49:38Z,98.1
2023-05-27T04:50:38Z,97.6
2023-05-27T04:51:39Z,97.3
2023-05-27T04:52:39Z,96.5
2023-05-27T04:53:39Z,96.1
2023-05-27T04:54:39Z,95.4
2023-05-27T04:55:39Z,95.1
2023-05-27T04:56:39Z,94.9
2023-05-27T04:57:40Z,50.0
2023-05-27T04:58:40Z,93.7
2023-05-27T04:59:40Z,50.0
2023-05-27T05:00:40Z,93.1
2023-05-27T05:01:40Z,92.9
2023-05-27T05:02:40Z,93.1
2023-05-27T05:03:40Z,92.8
2023-05-27T05:04:41Z,92.7
2023-05-27T05:05:41Z,92.8
2023-05-27T05:06:41Z,92.9
2023-05-27T05:07:41Z,92.9
2023-05-27T05:08:41Z,92.9
2023-05-27T05:09:41Z,93.0
2023-05-27T05:10:41Z,92.8
2023-05-27T05:11:42Z,92.4
2023-05-27T05:12:42Z,92.3
2023-05-27T05:13:42Z,92.4
2023-05-27T05:14:42Z,92.4
2023-05-27T05:15:42Z,92.6
2023-05-27T05:16:42Z,92.7
2023-05-27T05:17:42Z,92.7
2023-05-27T05:18:43Z,92.5
2023-05-27T05:19:43Z,92.4
2023-05-27T05:20:43Z,92.4
2023-05-27T05:21:43Z,92.1
2023-05-27T05:22:43Z,91.7
2023-05-27T05:23:43Z,92.0
2023-05-27T05:24:44Z,91.0
2023-05-27T05:25:44Z,90.2
2023-05-27T05:26:44Z,90.9
2023-05-27T05:27:44Z,91.3
2023-05-27T05:28:44Z,91.8
2023-05-27T05:29:44Z,91.8
2023-05-27T05:30:45Z,92.1
2023-05-27T05:31:45Z,92.8
2023-05-27T05:32:45Z,92.1
2023-05-27T05:33:45Z,90.7
2023-05-27T05:34:45Z,90.6
2023-05-27T05:35:45Z,89.5
2023-05-27T05:36:45Z,89.1
2023-05-27T05:37:46Z,88.7
2023-05-27T05:38:46Z,89.1
2023-05-27T05:39:46Z,89.3
2023-05-27T05:40:46Z,89.2
2023-05-27T05:41:46Z,89.3
2023-05-27T05:42:46Z,89.5
2023-05-27T05:43:47Z,89.4
2023-05-27T05:44:47Z,89.9
2023-05-27T05:45:47Z,90.0
2023-05-27T05:46:47Z,89.5
2023-05-27T05:47:47Z,89.5
2023-05-27T05:48:47Z,89.3
2023-05-27T05:49:47Z,89.2
2023-05-27T05:50:48Z,89.2
2023-05-27T05:51:48Z,89.5
2023-05-27T05:52:48Z,89.7
2023-05-27T05:53:48Z,89.7
2023-05-27T05:54:48Z,89.8
2023-05-27T05:55:48Z,89.4
2023-05-27T05:56:48Z,89.5
2023-05-27T05:57:49Z,89.5
2023-05-27T05:58:49Z,89.8
2023-05-27T05:59:49Z,50.0
2023-05-27T06:00:49Z,50.0
2023-05-27T06:01:49Z,90.2
2023-05-27T06:02:49Z,50.0
2023-05-27T06:03:50Z,91.7
2023-05-27T06:04:50Z,50.0
2023-05-27T06:05:50Z,50.0
2023-05-27T06:06:50Z,94.2
2023-05-27T06:07:50Z,95.0
2023-05-27T06:08:50Z,50.0
2023-05-27T06:09:51Z,50.0
2023-05-27T06:10:51Z,95.2
2023-05-27T06:11:51Z,95.4
2023-05-27T06:12:51Z,95.0
2023-05-27T06:13:51Z,95.0
2023-05-27T06:14:51Z,94.9
2023-05-27T06:15:51Z,94.9
2023-05-27T06:16:51Z,95.2
2023-05-27T06:17:52Z,94.9
2023-05-27T06:18:52Z,94.4
2023-05-27T06:19:52Z,94.7
2023-05-27T06:20:52Z,94.4
2023-05-27T06:21:52Z,94.3
2023-05-27T06:22:52Z,94.3
2023-05-27T06:23:52Z,50.0
2023-05-27T06:24:52Z,94.6
2023-05-27T06:25:52Z,50.0
2023-05-27T06:26:53Z,50.0
2023-05-27T06:27:53Z,94.8
