date_time,heart_zone_id,total_minutes
2022-08-01T12:01,FAT_BURN,1
2022-08-01T12:05,FAT_BURN,1
2022-08-01T16:29,FAT_BURN,1
2022-08-01T16:30,FAT_BURN,1
2022-08-01T16:31,FAT_BURN,1
2022-08-01T16:32,CARDIO,2
2022-08-01T16:33,FAT_BURN,1
2022-08-01T16:34,FAT_BURN,1
2022-08-01T16:35,CARDIO,2
2022-08-01T16:36,FAT_BURN,1
2022-08-01T16:37,FAT_BURN,1
2022-08-01T16:38,FAT_BURN,1
2022-08-01T16:39,FAT_BURN,1
2022-08-01T16:40,FAT_BURN,1
2022-08-01T16:41,FAT_BURN,1
2022-08-01T16:42,FAT_BURN,1
2022-08-01T16:43,FAT_BURN,1
2022-08-02T20:32,FAT_BURN,1
2022-08-02T21:12,FAT_BURN,1
2022-08-02T21:13,FAT_BURN,1
2022-08-02T21:14,FAT_BURN,1
2022-08-02T21:15,FAT_BURN,1
2022-08-02T21:16,FAT_BURN,1
2022-08-02T21:17,FAT_BURN,1
2022-08-02T22:09,FAT_BURN,1
2022-08-02T22:11,FAT_BURN,1
2022-08-02T22:12,FAT_BURN,1
2022-08-02T22:13,FAT_BURN,1
2022-08-02T22:14,FAT_BURN,1
2022-08-02T22:15,FAT_BURN,1
2022-08-02T22:16,FAT_BURN,1
2022-08-02T22:17,FAT_BURN,1
2022-08-02T22:18,FAT_BURN,1
2022-08-03T10:44,FAT_BURN,1
2022-08-03T10:45,FAT_BURN,1
2022-08-03T10:46,FAT_BURN,1
2022-08-03T10:47,FAT_BURN,1
2022-08-03T10:48,FAT_BURN,1
2022-08-03T10:49,FAT_BURN,1
2022-08-03T10:50,FAT_BURN,1
2022-08-03T10:51,FAT_BURN,1
2022-08-03T10:53,FAT_BURN,1
2022-08-03T10:54,FAT_BURN,1
2022-08-03T17:45,FAT_BURN,1
2022-08-03T17:46,FAT_BURN,1
2022-08-03T17:47,FAT_BURN,1
2022-08-03T18:03,FAT_BURN,1
2022-08-03T18:04,FAT_BURN,1
2022-08-03T18:05,FAT_BURN,1
2022-08-03T18:06,FAT_BURN,1
2022-08-03T18:07,FAT_BURN,1
2022-08-03T21:26,FAT_BURN,1
2022-08-03T21:28,FAT_BURN,1
2022-08-03T21:29,FAT_BURN,1
2022-08-03T21:30,FAT_BURN,1
2022-08-03T21:31,FAT_BURN,1
2022-08-03T21:32,FAT_BURN,1
2022-08-03T21:33,FAT_BURN,1
2022-08-03T21:34,FAT_BURN,1
2022-08-03T21:35,FAT_BURN,1
2022-08-04T09:31,FAT_BURN,1
2022-08-04T09:32,FAT_BURN,1
2022-08-04T13:44,FAT_BURN,1
2022-08-04T13:45,FAT_BURN,1
2022-08-04T13:46,FAT_BURN,1
2022-08-04T13:48,FAT_BURN,1
2022-08-04T14:01,FAT_BURN,1
2022-08-04T14:02,FAT_BURN,1
