timestamp,value
2023-02-24T05:51:30Z,50.0
2023-02-24T05:52:30Z,91.2
2023-02-24T05:53:30Z,90.9
2023-02-24T05:54:30Z,89.6
2023-02-24T05:55:30Z,89.8
2023-02-24T05:56:30Z,89.4
2023-02-24T05:57:30Z,50.0
2023-02-24T05:58:30Z,89.5
2023-02-24T05:59:30Z,89.6
2023-02-24T06:00:30Z,89.7
2023-02-24T06:01:30Z,89.1
2023-02-24T06:02:31Z,88.9
2023-02-24T06:03:31Z,50.0
2023-02-24T06:04:31Z,50.0
2023-02-24T06:05:31Z,50.0
2023-02-24T06:06:31Z,50.0
2023-02-24T06:07:31Z,50.0
2023-02-24T06:08:31Z,92.5
2023-02-24T06:09:32Z,93.6
2023-02-24T06:10:32Z,94.4
2023-02-24T06:11:32Z,94.8
2023-02-24T06:12:32Z,95.2
2023-02-24T06:13:32Z,95.3
2023-02-24T06:14:32Z,95.4
2023-02-24T06:15:32Z,95.6
2023-02-24T06:16:32Z,95.0
2023-02-24T06:17:32Z,95.4
2023-02-24T06:18:32Z,95.3
2023-02-24T06:19:32Z,95.4
2023-02-24T06:20:32Z,95.4
2023-02-24T06:21:33Z,95.3
2023-02-24T06:22:33Z,95.5
2023-02-24T06:23:33Z,95.1
2023-02-24T06:24:33Z,94.9
2023-02-24T06:25:33Z,95.0
2023-02-24T06:26:33Z,95.3
2023-02-24T06:27:33Z,95.4
2023-02-24T06:28:33Z,95.5
2023-02-24T06:29:33Z,95.5
2023-02-24T06:30:33Z,95.5
2023-02-24T06:31:33Z,95.8
2023-02-24T06:32:33Z,95.8
2023-02-24T06:33:33Z,95.7
2023-02-24T06:34:33Z,95.5
2023-02-24T06:35:33Z,95.4
2023-02-24T06:36:33Z,50.0
2023-02-24T06:37:34Z,94.1
2023-02-24T06:38:34Z,93.7
2023-02-24T06:39:34Z,93.4
2023-02-24T06:40:34Z,93.3
2023-02-24T06:41:34Z,93.3
2023-02-24T06:42:34Z,93.3
2023-02-24T06:43:34Z,93.2
2023-02-24T06:44:34Z,93.3
2023-02-24T06:45:34Z,93.4
2023-02-24T06:46:34Z,93.4
2023-02-24T06:47:34Z,93.5
2023-02-24T06:48:34Z,93.5
2023-02-24T06:49:34Z,93.6
2023-02-24T06:50:34Z,93.5
2023-02-24T06:51:34Z,93.7
2023-02-24T06:52:34Z,93.7
2023-02-24T06:53:35Z,93.8
2023-02-24T06:54:35Z,93.7
2023-02-24T06:55:35Z,93.9
2023-02-24T06:56:35Z,93.9
2023-02-24T06:57:35Z,93.9
2023-02-24T06:58:35Z,93.8
2023-02-24T06:59:35Z,93.9
2023-02-24T07:00:35Z,93.9
2023-02-24T07:01:35Z,93.9
2023-02-24T07:02:35Z,93.8
2023-02-24T07:03:35Z,93.8
2023-02-24T07:04:35Z,93.8
2023-02-24T07:05:35Z,93.9
2023-02-24T07:06:35Z,94.3
2023-02-24T07:07:35Z,94.4
2023-02-24T07:08:35Z,94.5
2023-02-24T07:09:35Z,94.5
2023-02-24T07:10:36Z,94.5
2023-02-24T07:11:36Z,94.6
2023-02-24T07:12:36Z,94.7
2023-02-24T07:13:36Z,94.8
2023-02-24T07:14:36Z,94.8
2023-02-24T07:15:36Z,94.8
2023-02-24T07:16:36Z,94.9
2023-02-24T07:17:37Z,94.9
2023-02-24T07:18:37Z,94.8
2023-02-24T07:19:37Z,94.9
2023-02-24T07:20:37Z,95.0
2023-02-24T07:21:37Z,95.1
2023-02-24T07:22:37Z,95.2
2023-02-24T07:23:37Z,95.3
2023-02-24T07:24:38Z,95.2
2023-02-24T07:25:38Z,95.2
2023-02-24T07:26:38Z,95.3
2023-02-24T07:27:38Z,95.2
2023-02-24T07:28:38Z,50.0
2023-02-24T07:29:38Z,94.8
2023-02-24T07:30:38Z,94.2
2023-02-24T07:31:39Z,93.5
2023-02-24T07:32:39Z,93.2
2023-02-24T07:33:39Z,50.0
2023-02-24T07:34:39Z,93.0
2023-02-24T07:35:39Z,92.7
