timestamp,value
2023-10-03T03:29:00Z,50.0
2023-10-03T03:30:00Z,78.2
2023-10-03T03:31:00Z,50.0
2023-10-03T03:32:00Z,77.9
2023-10-03T03:33:00Z,78.3
2023-10-03T03:34:00Z,78.9
2023-10-03T03:35:00Z,78.8
2023-10-03T03:36:00Z,78.8
2023-10-03T03:37:00Z,79.0
2023-10-03T03:38:00Z,79.0
2023-10-03T03:39:00Z,50.0
2023-10-03T03:40:00Z,79.6
2023-10-03T03:41:00Z,79.9
2023-10-03T03:42:00Z,81.6
2023-10-03T03:43:00Z,82.0
2023-10-03T03:44:00Z,82.4
2023-10-03T03:45:00Z,82.7
2023-10-03T03:46:00Z,82.8
2023-10-03T03:47:00Z,82.9
2023-10-03T03:48:01Z,50.0
2023-10-03T03:49:01Z,81.8
2023-10-03T03:50:01Z,83.6
2023-10-03T03:51:01Z,86.3
2023-10-03T03:52:01Z,88.6
2023-10-03T03:53:01Z,90.3
2023-10-03T03:54:01Z,91.3
2023-10-03T03:55:01Z,92.0
2023-10-03T03:56:01Z,92.5
2023-10-03T03:57:01Z,92.9
2023-10-03T03:58:01Z,93.7
2023-10-03T03:59:01Z,94.6
2023-10-03T04:00:01Z,95.0
2023-10-03T04:01:01Z,95.7
2023-10-03T04:02:01Z,96.2
2023-10-03T04:03:01Z,96.5
2023-10-03T04:04:01Z,96.5
2023-10-03T04:05:01Z,96.8
2023-10-03T04:06:02Z,97.0
2023-10-03T04:07:02Z,96.6
2023-10-03T04:08:02Z,95.2
2023-10-03T04:09:02Z,94.1
2023-10-03T04:10:02Z,93.4
2023-10-03T04:11:02Z,93.0
2023-10-03T04:12:02Z,92.6
2023-10-03T04:13:02Z,92.3
2023-10-03T04:14:02Z,92.1
2023-10-03T04:15:02Z,91.9
2023-10-03T04:16:02Z,91.9
2023-10-03T04:17:02Z,91.9
2023-10-03T04:18:02Z,91.9
2023-10-03T04:19:02Z,92.0
2023-10-03T04:20:02Z,92.0
2023-10-03T04:21:02Z,92.0
2023-10-03T04:22:02Z,92.1
2023-10-03T04:23:02Z,92.2
